onset	duration	trial_no	event_type	category_id	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	nan	n/a
33	3	2	cue	4254777	44	52.921052	4.0
36	15	2	imagery	4254777	44	52.921052	4.0
51	3	2	evaluation	4254777	44	52.921052	4.0
54	3	2	inter_rest	4254777	44	52.921052	4.0
57	3	3	cue	1976957	7	76.731566	4.0
60	15	3	imagery	1976957	7	76.731566	4.0
75	3	3	evaluation	1976957	7	76.731566	4.0
78	3	3	inter_rest	1976957	7	76.731566	4.0
81	3	4	cue	3767745	39	101.426841	4.0
84	15	4	imagery	3767745	39	101.426841	4.0
99	3	4	evaluation	3767745	39	101.426841	4.0
102	3	4	inter_rest	3767745	39	101.426841	4.0
105	3	5	cue	2824058	18	125.086230	4.0
108	15	5	imagery	2824058	18	125.086230	4.0
123	3	5	evaluation	2824058	18	125.086230	4.0
126	3	5	inter_rest	2824058	18	125.086230	4.0
129	3	6	cue	1621127	2	148.811269	3.0
132	15	6	imagery	1621127	2	148.811269	3.0
147	3	6	evaluation	1621127	2	148.811269	3.0
150	3	6	inter_rest	1621127	2	148.811269	3.0
153	3	7	cue	4210120	42	172.871335	4.0
156	15	7	imagery	4210120	42	172.871335	4.0
171	3	7	evaluation	4210120	42	172.871335	4.0
174	3	7	inter_rest	4210120	42	172.871335	4.0
177	3	8	cue	3237416	26	197.648508	4.0
180	15	8	imagery	3237416	26	197.648508	4.0
195	3	8	evaluation	3237416	26	197.648508	4.0
198	3	8	inter_rest	3237416	26	197.648508	4.0
201	3	9	cue	2437971	15	220.674788	3.0
204	15	9	imagery	2437971	15	220.674788	3.0
219	3	9	evaluation	2437971	15	220.674788	3.0
222	3	9	inter_rest	2437971	15	220.674788	3.0
225	3	10	cue	1443537	1	245.018071	4.0
228	15	10	imagery	1443537	1	245.018071	4.0
243	3	10	evaluation	1443537	1	245.018071	4.0
246	3	10	inter_rest	1443537	1	245.018071	4.0
249	3	11	cue	1943899	6	268.762781	4.0
252	15	11	imagery	1943899	6	268.762781	4.0
267	3	11	evaluation	1943899	6	268.762781	4.0
270	3	11	inter_rest	1943899	6	268.762781	4.0
273	3	12	cue	3455488	31	293.273455	3.0
276	15	12	imagery	3455488	31	293.273455	3.0
291	3	12	evaluation	3455488	31	293.273455	3.0
294	3	12	inter_rest	3455488	31	293.273455	3.0
297	3	13	cue	3379051	29	316.781285	3.0
300	15	13	imagery	3379051	29	316.781285	3.0
315	3	13	evaluation	3379051	29	316.781285	3.0
318	3	13	inter_rest	3379051	29	316.781285	3.0
321	3	14	cue	2139199	10	341.309727	3.0
324	15	14	imagery	2139199	10	341.309727	3.0
339	3	14	evaluation	2139199	10	341.309727	3.0
342	3	14	inter_rest	2139199	10	341.309727	3.0
345	3	15	cue	4554684	49	0.000000	1.0
348	15	15	imagery	4554684	49	0.000000	1.0
363	3	15	evaluation	4554684	49	0.000000	1.0
366	3	15	inter_rest	4554684	49	0.000000	1.0
369	3	16	cue	3452741	30	388.844558	4.0
372	15	16	imagery	3452741	30	388.844558	4.0
387	3	16	evaluation	3452741	30	388.844558	4.0
390	3	16	inter_rest	3452741	30	388.844558	4.0
393	3	17	cue	2690373	16	413.138818	3.0
396	15	17	imagery	2690373	16	413.138818	3.0
411	3	17	evaluation	2690373	16	413.138818	3.0
414	3	17	inter_rest	2690373	16	413.138818	3.0
417	3	18	cue	3272010	27	437.031542	3.0
420	15	18	imagery	3272010	27	437.031542	3.0
435	3	18	evaluation	3272010	27	437.031542	3.0
438	3	18	inter_rest	3272010	27	437.031542	3.0
441	3	19	cue	4572121	50	460.726588	4.0
444	15	19	imagery	4572121	50	460.726588	4.0
459	3	19	evaluation	4572121	50	460.726588	4.0
462	3	19	inter_rest	4572121	50	460.726588	4.0
465	3	20	cue	4507155	47	484.801255	4.0
468	15	20	imagery	4507155	47	484.801255	4.0
483	3	20	evaluation	4507155	47	484.801255	4.0
486	3	20	inter_rest	4507155	47	484.801255	4.0
489	3	21	cue	2190790	11	509.411493	3.0
492	15	21	imagery	2190790	11	509.411493	3.0
507	3	21	evaluation	2190790	11	509.411493	3.0
510	3	21	inter_rest	2190790	11	509.411493	3.0
513	3	22	cue	4387400	46	533.071413	3.0
516	15	22	imagery	4387400	46	533.071413	3.0
531	3	22	evaluation	4387400	46	533.071413	3.0
534	3	22	inter_rest	4387400	46	533.071413	3.0
537	3	23	cue	3716966	37	557.598049	3.0
540	15	23	imagery	3716966	37	557.598049	3.0
555	3	23	evaluation	3716966	37	557.598049	3.0
558	3	23	inter_rest	3716966	37	557.598049	3.0
561	3	24	cue	3761084	38	580.924787	4.0
564	15	24	imagery	3761084	38	580.924787	4.0
579	3	24	evaluation	3761084	38	580.924787	4.0
582	3	24	inter_rest	3761084	38	580.924787	4.0
585	3	25	cue	1677366	3	0.000000	1.0
588	15	25	imagery	1677366	3	0.000000	1.0
603	3	25	evaluation	1677366	3	0.000000	1.0
606	3	25	inter_rest	1677366	3	0.000000	1.0
609	3	26	cue	4297750	45	0.000000	1.0
612	15	26	imagery	4297750	45	0.000000	1.0
627	3	26	evaluation	4297750	45	0.000000	1.0
630	3	26	inter_rest	4297750	45	0.000000	1.0
633	6	27	rest	n/a	n/a	nan	n/a
