onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	4284002.013083	n04284002_13083	123	978	n/a
42	9	3	stimulus	4320973.015299	n04320973_15299	125	996	n/a
51	9	4	stimulus	7734744.008647	n07734744_8647	144	1152	n/a
60	9	5	stimulus	7734744.008647	n07734744_8647	144	1152	62.214123
69	9	6	stimulus	2769748.052896	n02769748_52896	42	336	n/a
78	9	7	stimulus	2769748.052896	n02769748_52896	42	336	80.271451
87	9	8	stimulus	4272054.021409	n04272054_21409	121	962	n/a
96	9	9	stimulus	2480855.016790	n02480855_16790	36	284	n/a
105	9	10	stimulus	4373894.051904	n04373894_51904	126	1007	n/a
114	9	11	stimulus	2885462.009275	n02885462_9275	51	408	n/a
123	9	12	stimulus	3602883.010856	n03602883_10856	82	650	n/a
132	9	13	stimulus	3665924.037592	n03665924_37592	90	715	n/a
141	9	14	stimulus	2005790.001902	n02005790_1902	18	140	n/a
150	9	15	stimulus	4555897.018677	n04555897_18677	139	1106	n/a
159	9	16	stimulus	2882647.023990	n02882647_23990	50	398	n/a
168	9	17	stimulus	4154565.035063	n04154565_35063	113	904	n/a
177	9	18	stimulus	1855672.015767	n01855672_15767	13	102	n/a
186	9	19	stimulus	4123740.010780	n04123740_10780	111	881	n/a
195	9	20	stimulus	4409806.009916	n04409806_9916	131	1048	n/a
204	9	21	stimulus	1770393.012152	n01770393_12152	8	58	n/a
213	9	22	stimulus	4591713.001761	n04591713_1761	141	1121	n/a
222	9	23	stimulus	3746005.009272	n03746005_9272	93	744	n/a
231	9	24	stimulus	3467796.005384	n03467796_5384	73	581	n/a
240	9	25	stimulus	3400231.024528	n03400231_24528	69	548	n/a
249	9	26	stimulus	3544143.014057	n03544143_14057	81	642	n/a
258	9	27	stimulus	3359137.021741	n03359137_21741	66	523	n/a
267	9	28	stimulus	3496296.014114	n03496296_14114	77	612	n/a
276	9	29	stimulus	3483823.003411	n03483823_3411	75	594	n/a
285	9	30	stimulus	3886762.011269	n03886762_11269	100	794	n/a
294	9	31	stimulus	3743279.015645	n03743279_15645	92	732	n/a
303	9	32	stimulus	3792782.034550	n03792782_34550	96	765	n/a
312	9	33	stimulus	3445777.004123	n03445777_4123	72	571	n/a
321	9	34	stimulus	1726692.009090	n01726692_9090	6	48	n/a
330	9	35	stimulus	3607659.001968	n03607659_1968	83	658	n/a
339	9	36	stimulus	4612026.002384	n04612026_2384	142	1130	n/a
348	9	37	stimulus	4612026.002384	n04612026_2384	142	1130	350.067637
357	9	38	stimulus	2346627.017176	n02346627_17176	29	228	n/a
366	9	39	stimulus	1963571.011908	n01963571_11908	16	121	n/a
375	9	40	stimulus	3038480.007843	n03038480_7843	55	440	n/a
384	9	41	stimulus	1833805.013268	n01833805_13268	12	93	n/a
393	9	42	stimulus	3512147.000023	n03512147_23	78	618	n/a
402	9	43	stimulus	2799175.014140	n02799175_14140	43	339	n/a
411	9	44	stimulus	2799175.014140	n02799175_14140	43	339	413.359653
420	9	45	stimulus	3924679.011484	n03924679_11484	102	810	n/a
429	9	46	stimulus	3085013.024642	n03085013_24642	58	464	n/a
438	9	47	stimulus	3646296.009175	n03646296_9175	88	704	n/a
447	9	48	stimulus	4168199.009781	n04168199_9781	114	911	n/a
456	9	49	stimulus	4168199.009781	n04168199_9781	114	911	458.295311
465	9	50	stimulus	1772222.013749	n01772222_13749	9	71	n/a
474	9	51	stimulus	4255586.000062	n04255586_62	120	958	n/a
483	9	52	stimulus	3079230.036697	n03079230_36697	57	455	n/a
492	9	53	stimulus	1944390.020670	n01944390_20670	15	118	n/a
501	9	54	stimulus	2814860.016731	n02814860_16731	47	370	n/a
510	9	55	stimulus	1768244.007788	n01768244_7788	7	53	n/a
519	9	56	stimulus	2236241.001360	n02236241_1360	27	209	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
