onset	duration	trial_no	event_type	category_id	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a
33	3	2	cue	4254777	52.247845	4
36	15	2	imagery	4254777	52.247845	4
51	3	2	evaluation	4254777	52.247845	4
54	3	2	inter_rest	4254777	52.247845	4
57	3	3	cue	3379051	76.659181	3
60	15	3	imagery	3379051	76.659181	3
75	3	3	evaluation	3379051	76.659181	3
78	3	3	inter_rest	3379051	76.659181	3
81	3	4	cue	3716966	100.439460	3
84	15	4	imagery	3716966	100.439460	3
99	3	4	evaluation	3716966	100.439460	3
102	3	4	inter_rest	3716966	100.439460	3
105	3	5	cue	2274259	124.813131	4
108	15	5	imagery	2274259	124.813131	4
123	3	5	evaluation	2274259	124.813131	4
126	3	5	inter_rest	2274259	124.813131	4
129	3	6	cue	4554684	148.554880	4
132	15	6	imagery	4554684	148.554880	4
147	3	6	evaluation	4554684	148.554880	4
150	3	6	inter_rest	4554684	148.554880	4
153	3	7	cue	4507155	172.248981	4
156	15	7	imagery	4507155	172.248981	4
171	3	7	evaluation	4507155	172.248981	4
174	3	7	inter_rest	4507155	172.248981	4
177	3	8	cue	2882301	196.892117	4
180	15	8	imagery	2882301	196.892117	4
195	3	8	evaluation	2882301	196.892117	4
198	3	8	inter_rest	2882301	196.892117	4
201	3	9	cue	1846331	221.517465	5
204	15	9	imagery	1846331	221.517465	5
219	3	9	evaluation	1846331	221.517465	5
222	3	9	inter_rest	1846331	221.517465	5
225	3	10	cue	3495258	244.327679	4
228	15	10	imagery	3495258	244.327679	4
243	3	10	evaluation	3495258	244.327679	4
246	3	10	inter_rest	3495258	244.327679	4
249	3	11	cue	2139199	268.853729	4
252	15	11	imagery	2139199	268.853729	4
267	3	11	evaluation	2139199	268.853729	4
270	3	11	inter_rest	2139199	268.853729	4
273	3	12	cue	2824058	292.663277	3
276	15	12	imagery	2824058	292.663277	3
291	3	12	evaluation	2824058	292.663277	3
294	3	12	inter_rest	2824058	292.663277	3
297	3	13	cue	2797295	316.990538	4
300	15	13	imagery	2797295	316.990538	4
315	3	13	evaluation	2797295	316.990538	4
318	3	13	inter_rest	2797295	316.990538	4
321	3	14	cue	3272010	340.566585	3
324	15	14	imagery	3272010	340.566585	3
339	3	14	evaluation	3272010	340.566585	3
342	3	14	inter_rest	3272010	340.566585	3
345	3	15	cue	3954393	364.745135	4
348	15	15	imagery	3954393	364.745135	4
363	3	15	evaluation	3954393	364.745135	4
366	3	15	inter_rest	3954393	364.745135	4
369	3	16	cue	1858441	388.570863	4
372	15	16	imagery	1858441	388.570863	4
387	3	16	evaluation	1858441	388.570863	4
390	3	16	inter_rest	1858441	388.570863	4
393	3	17	cue	4210120	412.964244	4
396	15	17	imagery	4210120	412.964244	4
411	3	17	evaluation	4210120	412.964244	4
414	3	17	inter_rest	4210120	412.964244	4
417	3	18	cue	4297750	436.609117	4
420	15	18	imagery	4297750	436.609117	4
435	3	18	evaluation	4297750	436.609117	4
438	3	18	inter_rest	4297750	436.609117	4
441	3	19	cue	3452741	461.035211	4
444	15	19	imagery	3452741	461.035211	4
459	3	19	evaluation	3452741	461.035211	4
462	3	19	inter_rest	3452741	461.035211	4
465	3	20	cue	3345837	484.760591	4
468	15	20	imagery	3345837	484.760591	4
483	3	20	evaluation	3345837	484.760591	4
486	3	20	inter_rest	3345837	484.760591	4
489	3	21	cue	4387400	508.321332	4
492	15	21	imagery	4387400	508.321332	4
507	3	21	evaluation	4387400	508.321332	4
510	3	21	inter_rest	4387400	508.321332	4
513	3	22	cue	3941684	532.765287	4
516	15	22	imagery	3941684	532.765287	4
531	3	22	evaluation	3941684	532.765287	4
534	3	22	inter_rest	3941684	532.765287	4
537	3	23	cue	3122295	557.191080	4
540	15	23	imagery	3122295	557.191080	4
555	3	23	evaluation	3122295	557.191080	4
558	3	23	inter_rest	3122295	557.191080	4
561	3	24	cue	3455488	580.716648	5
564	15	24	imagery	3455488	580.716648	5
579	3	24	evaluation	3455488	580.716648	5
582	3	24	inter_rest	3455488	580.716648	5
585	3	25	cue	3124170	604.910305	3
588	15	25	imagery	3124170	604.910305	3
603	3	25	evaluation	3124170	604.910305	3
606	3	25	inter_rest	3124170	604.910305	3
609	3	26	cue	1677366	628.886729	3
612	15	26	imagery	1677366	628.886729	3
627	3	26	evaluation	1677366	628.886729	3
630	3	26	inter_rest	1677366	628.886729	3
633	6	27	rest	n/a	n/a	n/a
