onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	2432983.020705	n02432983_20705	32	252	n/a
42	9	3	stimulus	2236241.003660	n02236241_3660	27	211	n/a
51	9	4	stimulus	3255030.003029	n03255030_3029	62	492	n/a
60	9	5	stimulus	11978233.025018	n11978233_25018	147	1172	n/a
69	9	6	stimulus	2998003.006262	n02998003_6262	54	430	n/a
78	9	7	stimulus	3394916.019217	n03394916_19217	67	529	n/a
87	9	8	stimulus	3483823.008564	n03483823_8564	75	600	n/a
96	9	9	stimulus	3665924.017703	n03665924_17703	90	713	n/a
105	9	10	stimulus	3400231.018679	n03400231_18679	69	546	n/a
114	9	11	stimulus	4373894.059446	n04373894_59446	126	1008	n/a
123	9	12	stimulus	7734017.011666	n07734017_11666	143	1137	n/a
132	9	13	stimulus	7734744.008048	n07734744_8048	144	1151	n/a
141	9	14	stimulus	3886762.012568	n03886762_12568	100	795	n/a
150	9	15	stimulus	3886762.012568	n03886762_12568	100	795	n/a
159	9	16	stimulus	3345487.015782	n03345487_15782	65	514	n/a
168	9	17	stimulus	4113406.023511	n04113406_23511	110	877	n/a
177	9	18	stimulus	3837869.006421	n03837869_6421	99	789	n/a
186	9	19	stimulus	4497801.019746	n04497801_19746	138	1099	n/a
195	9	20	stimulus	2882647.003406	n02882647_3406	50	399	n/a
204	9	21	stimulus	3743279.008976	n03743279_8976	92	736	n/a
213	9	22	stimulus	2090827.011579	n02090827_11579	23	178	n/a
222	9	23	stimulus	1664990.016740	n01664990_16740	4	27	n/a
231	9	24	stimulus	1518878.008432	n01518878_8432	1	8	n/a
240	9	25	stimulus	1518878.008432	n01518878_8432	1	8	241.032122
249	9	26	stimulus	4412416.007597	n04412416_7597	132	1055	n/a
258	9	27	stimulus	4398044.017494	n04398044_17494	128	1021	n/a
267	9	28	stimulus	4401680.028024	n04401680_28024	129	1030	n/a
276	9	29	stimulus	4180888.004820	n04180888_4820	115	918	n/a
285	9	30	stimulus	4180888.004820	n04180888_4820	115	918	n/a
294	9	31	stimulus	2131653.003900	n02131653_3900	24	189	n/a
303	9	32	stimulus	3649909.010010	n03649909_10010	89	705	n/a
312	9	33	stimulus	3982430.009407	n03982430_9407	104	832	n/a
321	9	34	stimulus	2766534.021124	n02766534_21124	41	326	n/a
330	9	35	stimulus	4612026.005059	n04612026_5059	142	1132	n/a
339	9	36	stimulus	4442312.011854	n04442312_11854	134	1066	n/a
348	9	37	stimulus	2885462.017642	n02885462_17642	51	404	n/a
357	9	38	stimulus	2005790.003943	n02005790_3943	18	141	n/a
366	9	39	stimulus	2769748.015626	n02769748_15626	42	329	n/a
375	9	40	stimulus	2769748.015626	n02769748_15626	42	329	376.038460
384	9	41	stimulus	4284002.018325	n04284002_18325	123	982	n/a
393	9	42	stimulus	3436182.009434	n03436182_9434	71	568	n/a
402	9	43	stimulus	4555897.018677	n04555897_18677	139	1106	n/a
411	9	44	stimulus	1970164.019716	n01970164_19716	17	131	n/a
420	9	45	stimulus	2808440.038805	n02808440_38805	46	365	n/a
429	9	46	stimulus	4409806.009916	n04409806_9916	131	1048	n/a
438	9	47	stimulus	3815615.008756	n03815615_8756	98	784	n/a
447	9	48	stimulus	3950228.027533	n03950228_27533	103	820	n/a
456	9	49	stimulus	4168199.009862	n04168199_9862	114	912	n/a
465	9	50	stimulus	4273569.017297	n04273569_17297	122	973	n/a
474	9	51	stimulus	1726692.008404	n01726692_8404	6	45	n/a
483	9	52	stimulus	1726692.008404	n01726692_8404	6	45	484.033314
492	9	53	stimulus	1963571.019866	n01963571_19866	16	125	n/a
501	9	54	stimulus	3359137.039086	n03359137_39086	66	526	n/a
510	9	55	stimulus	13111881.015726	n13111881_15726	150	1195	n/a
519	9	56	stimulus	4123740.008706	n04123740_8706	111	888	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
