onset	duration	trial_no	event_type	category_id	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a
33	3	2	cue	1621127	52.915173	4
36	15	2	imagery	1621127	52.915173	4
51	3	2	evaluation	1621127	52.915173	4
54	3	2	inter_rest	1621127	52.915173	4
57	3	3	cue	1443537	76.774971	4
60	15	3	imagery	1443537	76.774971	4
75	3	3	evaluation	1443537	76.774971	4
78	3	3	inter_rest	1443537	76.774971	4
81	3	4	cue	3716966	100.485021	3
84	15	4	imagery	3716966	100.485021	3
99	3	4	evaluation	3716966	100.485021	3
102	3	4	inter_rest	3716966	100.485021	3
105	3	5	cue	4507155	124.661722	4
108	15	5	imagery	4507155	124.661722	4
123	3	5	evaluation	4507155	124.661722	4
126	3	5	inter_rest	4507155	124.661722	4
129	3	6	cue	2190790	148.504771	4
132	15	6	imagery	2190790	148.504771	4
147	3	6	evaluation	2190790	148.504771	4
150	3	6	inter_rest	2190790	148.504771	4
153	3	7	cue	2437136	172.448296	4
156	15	7	imagery	2437136	172.448296	4
171	3	7	evaluation	2437136	172.448296	4
174	3	7	inter_rest	2437136	172.448296	4
177	3	8	cue	2882301	196.909197	4
180	15	8	imagery	2882301	196.909197	4
195	3	8	evaluation	2882301	196.909197	4
198	3	8	inter_rest	2882301	196.909197	4
201	3	9	cue	2139199	221.269411	4
204	15	9	imagery	2139199	221.269411	4
219	3	9	evaluation	2139199	221.269411	4
222	3	9	inter_rest	2139199	221.269411	4
225	3	10	cue	2274259	244.931295	4
228	15	10	imagery	2274259	244.931295	4
243	3	10	evaluation	2274259	244.931295	4
246	3	10	inter_rest	2274259	244.931295	4
249	3	11	cue	3761084	269.188542	3
252	15	11	imagery	3761084	269.188542	3
267	3	11	evaluation	3761084	269.188542	3
270	3	11	inter_rest	3761084	269.188542	3
273	3	12	cue	4254777	293.532054	4
276	15	12	imagery	4254777	293.532054	4
291	3	12	evaluation	4254777	293.532054	4
294	3	12	inter_rest	4254777	293.532054	4
297	3	13	cue	4297750	317.208583	3
300	15	13	imagery	4297750	317.208583	3
315	3	13	evaluation	4297750	317.208583	3
318	3	13	inter_rest	4297750	317.208583	3
321	3	14	cue	3626115	341.620220	4
324	15	14	imagery	3626115	341.620220	4
339	3	14	evaluation	3626115	341.620220	4
342	3	14	inter_rest	3626115	341.620220	4
345	3	15	cue	3710193	364.829233	4
348	15	15	imagery	3710193	364.829233	4
363	3	15	evaluation	3710193	364.829233	4
366	3	15	inter_rest	3710193	364.829233	4
369	3	16	cue	4572121	388.538293	4
372	15	16	imagery	4572121	388.538293	4
387	3	16	evaluation	4572121	388.538293	4
390	3	16	inter_rest	4572121	388.538293	4
393	3	17	cue	2437971	413.265387	3
396	15	17	imagery	2437971	413.265387	3
411	3	17	evaluation	2437971	413.265387	3
414	3	17	inter_rest	2437971	413.265387	3
417	3	18	cue	1677366	437.944646	4
420	15	18	imagery	1677366	437.944646	4
435	3	18	evaluation	1677366	437.944646	4
438	3	18	inter_rest	1677366	437.944646	4
441	3	19	cue	4387400	461.002423	4
444	15	19	imagery	4387400	461.002423	4
459	3	19	evaluation	4387400	461.002423	4
462	3	19	inter_rest	4387400	461.002423	4
465	3	20	cue	3379051	484.955691	3
468	15	20	imagery	3379051	484.955691	3
483	3	20	evaluation	3379051	484.955691	3
486	3	20	inter_rest	3379051	484.955691	3
489	3	21	cue	3767745	509.192376	4
492	15	21	imagery	3767745	509.192376	4
507	3	21	evaluation	3767745	509.192376	4
510	3	21	inter_rest	3767745	509.192376	4
513	3	22	cue	4554684	532.814986	3
516	15	22	imagery	4554684	532.814986	3
531	3	22	evaluation	4554684	532.814986	3
534	3	22	inter_rest	4554684	532.814986	3
537	3	23	cue	3455488	556.858512	4
540	15	23	imagery	3455488	556.858512	4
555	3	23	evaluation	3455488	556.858512	4
558	3	23	inter_rest	3455488	556.858512	4
561	3	24	cue	1943899	581.086257	3
564	15	24	imagery	1943899	581.086257	3
579	3	24	evaluation	1943899	581.086257	3
582	3	24	inter_rest	1943899	581.086257	3
585	3	25	cue	2071294	604.578930	4
588	15	25	imagery	2071294	604.578930	4
603	3	25	evaluation	2071294	604.578930	4
606	3	25	inter_rest	2071294	604.578930	4
609	3	26	cue	2824058	629.457752	3
612	15	26	imagery	2824058	629.457752	3
627	3	26	evaluation	2824058	629.457752	3
630	3	26	inter_rest	2824058	629.457752	3
633	6	27	rest	n/a	n/a	n/a
